employee_id,department,salary,performance_score,attrition_flag,joining_date,location,manager_id
EMP-UL2EEIQF,ENGINEERING,106011.63,4.29,0,2018-04-03,San Francisco,MGR-ZJ96RRBY
EMP-P88MNQLX,sales,43193.56,2.59,1,2018-09-18,Denver,MGR-MDZ0WNUL
EMP-KUUETN1A,Engineering,159010.01,,1,2020-12-26,New york,MGR-NZTGVS9C
EMP-QMGPOEMK,MARKETING,67082.91,,0,2019-01-19,Austin,MGR-R8D5KIMC
EMP-H1KBCBI3,Ops,67798.58,3.77,0,2021-10-31,Chicago,MGR-L46OBIZ4
EMP-E9O1XGJN,sales team,397994.2189008499,2.84,1,2019-08-20,Remote,MGR-9PF3NRNL
EMP-JQS4CPTR,engineering,125588.76,3.4,0,2021-06-04,Remote,MGR-DU9YFR1G
EMP-7RV2Y7CD,engineering,130682.56,4.42,0,2019-12-09,Austin,MGR-57V5AWZS
EMP-CMDRMA7Y,ops,83280.53,2.51,0,2018-04-24,Boston,MGR-KX5RHTAP
EMP-WKHE9I0H,Engineering,90908.58,4.03,0,2019-07-30,Denver,MGR-7686M4R7
EMP-WQDYODUX,Human Resources,58074.97,,0,2019-12-19,Chicago,MGR-9W14SRTR
EMP-A8LYTUAG,engineering,113636.46,,0,2018-06-27,BoStOn,MGR-XESBR31J
EMP-H6SPGY5A,sales,77889.58,2.12,0,2019-11-13,Chicago,MGR-KAUQ8AW8
EMP-AAZDJBH7,ENGINEERING,128646.73,2.68,1,2019-05-30,NeW YoRk,MGR-P4C9H4KX
EMP-LUPYA8WH,marketing,59703.65,3.86,0,2020-11-05,San Francisco,MGR-94NH3GB9
EMP-HA3NT0YT,sales team,62846.23,2.45,0,2020-02-11,Remote,MGR-49O8VSWS
EMP-0NJAW7FI,Engineering,63799.47,4.3,0,2021-07-22,Boston,MGR-J2LBTT3R
EMP-TMV82LZW,Sales,80834.68,2.78,0,2019-02-18,Remote,MGR-NAFSBQCF
EMP-PTPR2PRY,Sales,67867.96,1.97,1,2023-01-21,Chicago,MGR-2PTUML6T
EMP-F8N1R57O,MARKETING,235520.05234958266,4.37,0,2019-04-04,Denver,MGR-6SRVDIL7
EMP-ZRTCVMUJ,sales,94585.68,3.34,0,2018-06-17,San Francisco,MGR-X8X3BIET
EMP-ONG5UDLH,Engineering,178380.6,3.09,0,2019-12-28,Chicago,MGR-2PCK4PXH
EMP-DQ8VDGWM,Accounts,122902.59,3.5,0,2018-06-15,Chicago,MGR-0DNB91RO
EMP-WHZR4UR1,sales,68770.31,4.19,1,2019-09-07,Remote,MGR-9AHSXFKM
EMP-F5NCC3EC,sales team,,2.55,1,2022-03-12,Remote,MGR-CYMT4PL3
EMP-5ZD7SCRV,SALES,94575.6,2.17,1,2020-09-02,New York,
EMP-XM7IDP5S,Ops,72136.04,4.18,0,2021-04-14,Austin,MGR-UWAKTMGP
EMP-AXUFVPIG,technology,114266.2,3.32,1,2021-02-17,Chicago,MGR-P2O09MAI
EMP-WCZP88YK,Tech,82541.13,3.65,0,2018-01-25,Boston,MGR-IENSWELU
EMP-OWCD75TA,finance,112300.39,,1,2021-10-10,Remote,MGR-NN48CK0P
EMP-KNOU6TJ2,ops,52518.7,3.53,1,2019-08-19,Chicago,MGR-2YFCEC8D
EMP-C50I32BU,Mktg,91041.31,2.22,1,2021-07-07,New York,MGR-81RXLJLL
EMP-WJ0VSGHJ,Product Management,132494.63,3.78,0,2020-11-28,SAN FRANCISCO,MGR-AQD5ZBJN
EMP-1PUXJCN0,ENGINEERING,136657.89,2.93,1,2020-11-12,Austin,MGR-8WW40MT0
EMP-YGSCPVF9,sales,79717.14,3.5,0,2022-06-26,Denver,MGR-NCRVQYPX
EMP-WBAN52V5,Engg,204679.42,4.66,0,2019-02-26,New York,MGR-CDAPE7BE
EMP-P6J5GL3L,sales team,82540.22,4.07,0,2019-05-31,New York,MGR-5IS1DIRS
EMP-BO39GNXF,MARKETING,49682.36,,0,2020-03-05,San Francisco,MGR-3XVU7PDM
EMP-UNPYXZIM,legal,114680.26,2.81,1,2021-02-16,Denver,MGR-EI6FT7JK
EMP-P0ESUSWI,HR,70904.17,,0,2019-01-14,SAN FRANCISCO,MGR-F0RNVH2O
EMP-EFC1P0W0,Sales Team,75744.23,4.24,0,2020-04-18,Chicago,MGR-HPXVE6MY
EMP-E1HVLN7W,sales,74829.89,2.44,1,2020-12-30,Austin,MGR-YUADUSAP
EMP-J4KT8KX7,sales,67406.61,3.57,0,2020-05-04,Chicago,MGR-VNGDR5H5
EMP-CGZS4YEN,compliance,137506.71,3.75,0,2018-01-06,Boston,MGR-QMH5U8C2
EMP-J2X9JHQZ,Tech,166296.36,4.14,0,2020-11-07,Seattle,MGR-2500YYQW
EMP-C4VW3DBM,ops,70116.52,4.36,0,2022-06-19,Chicago,MGR-WYTQ34RK
EMP-B6SF1F4T,Ops,300320.1161273787,3.94,0,2019-01-23,Remote,MGR-Y27A24LO
EMP-O4M84P4K,Engg,78076.07,3.07,0,2021-08-29,Seattle,MGR-3F4QSFB3
EMP-8XC989YX,SALES,78267.28,2.4,0,2022-03-30,denver,MGR-44F43KI7
EMP-QYJ9CVS2,mktg,49849.88,4.13,0,2020-04-28,San Francisco,MGR-KAM1KLOD
EMP-C0OPN4B5,Mktg,44319.11,4.47,0,2020-03-10,New York,MGR-Y10T0CAD
EMP-XZNKQWQY,Engg,94259.12,2.96,0,2019-10-19,Remote,MGR-BQ6MAULR
EMP-Q126483D,sales,79642.33,3.43,0,2018-07-11,New York,MGR-86UNXLGM
EMP-TJS1A5UG,Engineering,147024.71,4.19,1,2021-04-28,Seattle,MGR-E19494DW
EMP-NLZTWXOL,SALES,95097.1,3.62,0,2018-03-12,New York,MGR-4CDVPPDU
EMP-FJ27JAA9,engineering,114949.5,3.2,1,2019-10-21,New York,
EMP-V2XB402N,ENGINEERING,127535.36,4.1,0,2019-03-28,remote,MGR-7M3VM6J5
EMP-IMHWJ0BR,marketing,36117.02,3.44,0,2018-06-18,Austin,MGR-H9PQRFME
EMP-WDXX5HUO,FINANCE,93405.16,3.4,1,2021-03-15,San Francisco,MGR-HH0JO59M
EMP-BOGCUYD1,mktg,53283.11,3.03,1,2021-02-26,San Francisco,MGR-FSSDMJJC
EMP-3L71029D,Product Management,143054.63,3.38,0,2023-07-30,Boston,MGR-H0Z86ILH
EMP-HH0SI33C,HR,74759.09,3.11,0,2020-05-15,chicago,
EMP-AXCZZYAG,OPERATIONS,66048.19,3.94,1,2020-04-17,Chicago,MGR-9ORXV5R6
EMP-8I95UJQX,Mktg,92605.22,3.19,0,2018-03-10,Chicago,MGR-65435ZL6
EMP-YUJMJ7OH,Sales,104245.93,2.18,1,2021-08-07,Boston,MGR-P9E3EJTA
EMP-SSFK7QIR,Compliance,108611.9,2.6,0,2021-05-26,New York,MGR-7686M4R7
EMP-U0FH2TN8,Mktg,57598.52,3.15,0,2019-09-20,San Francisco,MGR-LTCM77X9
EMP-P19Z0V0F,Operations,102137.92,3.65,0,2019-07-29,AUSTIN,MGR-QBULBRQY
EMP-M399ARAU,OPERATIONS,53769.88,3.48,0,2022-07-22,Denver,MGR-VYPLUWEX
EMP-O05DLMUC,sales team,51315.91,2.74,1,2019-03-22,San Francisco,MGR-Q5I2JCGO
EMP-PQGWAI4E,Human Resources,67418.57,4.85,0,2020-01-18,Austin,MGR-YLL6B4G5
EMP-E6CTDB6L,Engineering,162392.13,4.62,0,2021-08-30,New York,MGR-Q5I2JCGO
EMP-UDSNJ53T,mktg,57680.73,3.72,0,2019-07-04,Remote,
EMP-O7YE3AJ4,PRODUCT,95621.24,2.9,1,2018-04-11,San Francisco,MGR-Y4LPIM5O
EMP-PXS2LYM9,technology,156570.68,3.8,0,2020-07-24,Seattle,MGR-YDMKPV35
EMP-MRU2ULTY,Tech,102136.99,3.28,0,2018-11-27,Seattle,MGR-5UTK26YY
EMP-BZIRWOCQ,sales team,85154.84,2.85,1,2018-08-13,San Francisco,MGR-V3L7ADCX
EMP-QDP3QOI5,Accounts,115883.33,3.82,1,2020-06-18,New York,MGR-X9OP8CPF
EMP-73AYI3LP,engineering,105977.94,2.12,0,2019-11-22,Boston,MGR-FTQEE4J6
EMP-PQOE0EQL,Sales,100702.35,3.89,0,2019-03-27,Remote,MGR-G46XNRFO
EMP-Q1PAB1JR,human resources,44324.33,3.32,0,2020-05-19,Chicago,MGR-KRHOMQEV
EMP-0AZ7LLOM,Tech,130330.63,4.91,0,2018-03-02,Denver,MGR-MR0VP3B3
EMP-OQKIE6QK,Engg,139255.85,2.78,1,2021-01-10,Chicago,MGR-YKIL8LS2
EMP-Z514GIU5,Human Resources,43408.47,3.02,0,2019-01-25,Austin,MGR-8YIM93AB
EMP-ESF78EFN,Marketing,65452.99,4.38,0,2022-01-01,NEW YORK,MGR-6VEJGVYJ
EMP-UA2F9TO0,human resources,75059.11,3.53,0,2021-08-10,Seattle,MGR-RN6PH1TO
EMP-2HDEKRNU,sales,64477.69,,0,2020-01-05,Denver,MGR-8D2AAY4R
EMP-Q41HERCY,sales,89498.37,3.37,0,2022-07-21,Austin,MGR-IDZ5MEGA
EMP-JRUAFD4K,technology,92725.44,3.87,0,2018-03-04,Chicago,MGR-CVD326EE
EMP-NJ7VBJRB,technology,169439.28,3.77,0,2019-12-05,San Francisco,MGR-81S4Y5MT
EMP-A6K56P0N,Finance,50372.14,4.5,0,2021-08-27,Remote,MGR-QUMIL2OA
EMP-0U8ULV1J,Finance,103478.9,4.44,0,2019-11-01,Austin,MGR-MS2VLAT4
EMP-O1VKOR5F,engineering,91201.38,4.32,0,2020-07-15,San Francisco,MGR-8WPCGMFK
EMP-CY0W58D8,legal,138842.54,3.66,0,2023-06-05,Boston,MGR-H9CCWBKS
EMP-8AJZR8ME,ENGINEERING,119523.51,4.57,0,2020-04-27,AUSTIN,MGR-Y1QGOURA
EMP-LXDBFR05,Tech,153070.32,,0,2019-04-24,New York,MGR-224HNETH
EMP-IWZY01H0,PRODUCT,115161.97,4.65,0,2022-03-08,New York,MGR-I7CMNGRM
EMP-V7Q82EMY,H.R.,91871.52,3.9,1,2022-04-12,San Francisco,MGR-134CKSX5
EMP-I1QNJYP4,Accounts,51597.09,4.2,0,2018-01-25,new york,
EMP-1G7PNDXM,Mktg,59760.4,2.49,1,2022-10-25,Boston,
EMP-W689MW68,operations,70783.99,2.55,1,2019-03-28,Boston,MGR-TWXY5FRK
EMP-DTUXI3KH,Sales Team,68083.99,4.67,0,2018-10-18,Boston,MGR-1M3813N8
EMP-XREGXX2D,engineering,162772.7,4.07,0,2019-10-19,Remote,MGR-SAC07J0N
EMP-AI9A44YZ,Tech,119418.5,4.41,1,2022-11-06,Remote,MGR-CTTNWYVC
EMP-C2UZV0GK,technology,129481.95,3.56,0,2020-09-10,Seattle,
EMP-SDAVA61C,Engg,126211.24,3.49,0,2021-04-07,Boston,MGR-0F8XDYMW
EMP-LZTE44RW,SALES,92788.59,4.63,0,2022-08-22,Chicago,MGR-26T2E6I1
EMP-D9847MVO,sales team,61121.85,4.17,0,2022-03-15,Seattle,MGR-JWJWNJEW
EMP-22XWDB00,Ops,50111.35,4.34,0,2020-08-06,Austin,
EMP-1BAS2X5B,SALES,68557.19,1.61,1,2020-04-12,AuStIn,MGR-GGDLY2RK
EMP-7N5QTC4E,operations,35696.57,4.59,0,2021-03-29,San Francisco,MGR-ARUKGDWN
EMP-LF80HKKW,Sales Team,78265.69,3.22,0,2020-02-18,Austin,MGR-Z81A6FMO
EMP-U1FH7AM1,technology,135700.12,4.57,0,2020-02-01,New York,MGR-42B7M4I8
EMP-N09BTU7R,Mktg,62171.79,3.44,1,2018-03-26,Seattle,MGR-HV7PROT9
EMP-CP48P6L5,Sales,54747.81,4.49,0,2020-03-15,Austin,MGR-ZNR2Q4V6
EMP-WRP8GUUC,H.R.,,4.08,0,2022-12-05,Chicago,MGR-D6DLGJVM
EMP-RY27VMVW,Engg,120293.98,2.75,0,2021-09-03,San Francisco,MGR-TL2URI81
EMP-OTS1BUJL,compliance,55281.07,4.19,0,2018-03-23,Remote,MGR-44KI4LOC
EMP-LTT7R9V0,Tech,123274.81,3.13,0,2018-04-21,Denver,MGR-89BJXHTR
EMP-2Z9QNRBZ,sales,47735.37,4.08,0,2020-04-17,Austin,MGR-WLJ8VE8P
EMP-HPN9FDLR,Ops,50871.74,4.85,0,2019-10-09,Denver,MGR-XKVAP4Y9
EMP-61MEYWKJ,H.R.,48486.21,3.97,0,2018-06-13,Austin,MGR-NUH67K9L
EMP-OJZTO7D8,H R,384767.62901781144,4.05,0,2022-07-30,Denver,
EMP-BG8PRK5S,human resources,49325.64,3.96,0,2023-04-04,Austin,MGR-XDHDGBC4
EMP-H1MTVETN,Sales Team,60787.21,,1,2018-10-28,SEATTLE,
EMP-E0FWCS4B,engineering,94293.85,3.37,0,2018-07-25,Denver,MGR-4HQBMW7R
EMP-9KWMOGYN,technology,130406.71,4.07,0,2021-09-27,San Francisco,MGR-ZH5NU99N
EMP-5Q5173C7,SALES,100634.07,4.28,0,2022-02-16,Chicago,MGR-A0KNJS9K
EMP-DCBBP1ZP,LEGAL,160430.93,3.74,0,2018-01-31,Chicago,MGR-LGP9JQLL
EMP-FGFP2GW2,sales team,67080.17,2.7,0,2021-01-16,Boston,MGR-7HWS13U8
EMP-J1RFWX94,sales team,59803.5,2.6,1,2020-11-18,Chicago,MGR-1JYO082L
EMP-1CCX4O1C,finance,,2.92,0,2018-12-31,New York,MGR-FHT4P7WJ
EMP-XF32VD18,finance,112616.32,2.7,0,2021-04-10,Chicago,MGR-AKST1FJD
EMP-LAUKD1TT,sales,84461.9,3.18,0,2018-01-16,Boston,MGR-OX9KVL1C
EMP-B0A4SK2M,mktg,72732.63,4.71,0,2018-03-20,San Francisco,MGR-SPJP8WZ1
EMP-UKURK1CT,ENGINEERING,127164.8,3.44,0,2019-08-16,Boston,MGR-MW9NBM7E
EMP-RRW24IVS,LEGAL,101558.14,1.43,1,2022-03-14,dENvER,MGR-CF7WN7LT
EMP-56E8LGK8,finance,114039.4,2.66,0,2018-08-18,Seattle,MGR-HDBKTVP3
EMP-VUEER90M,marketing,76256.69,4.28,0,2023-06-14,Remote,MGR-9W14SRTR
EMP-IZD82CUD,Product Management,101742.07,,1,2018-11-19,New york,MGR-SIX0TYRM
EMP-UYVLZJA0,hr,51281.89,2.78,0,2022-08-16,CHICAGO,MGR-26T2E6I1
EMP-OOG9TVPU,sales,114380.13,3.83,0,2019-04-27,Austin,MGR-EI6FT7JK
EMP-DQ8SZ7QS,Tech,85221.89,4.02,1,2022-02-12,New York,MGR-HBL1JQWL
EMP-WB5YHEXL,mktg,,3.63,0,2020-04-26,Chicago,MGR-8ADSDQXM
EMP-DIEYKGTA,Legal,80407.39,4.48,0,2021-11-08,CHICAGO,MGR-QVANRHR6
EMP-VHSDUX5W,SALES,30225.56,4.78,0,2019-03-12,San Francisco,MGR-7RM80W6M
EMP-SMXJJDQ1,hr,64803.53,2.99,1,2020-11-15,Remote,MGR-4CB9ENSM
EMP-SF7AKN20,Engineering,125602.03,2.12,0,2022-10-16,San Francisco,MGR-QOJFSF5Z
EMP-WT2QYX3Q,Engineering,202445.8,2.51,1,2018-05-21,San Francisco,MGR-CZHA5S8U
EMP-3CKNU2MW,sales team,76849.0,2.56,1,2020-03-06,Boston,MGR-S9ED4AYD
EMP-RAEMYD8Y,ENGINEERING,93323.18,3.41,0,2019-12-13,San Francisco,MGR-35IU56H6
EMP-A6NXMEW6,operations,47659.79,2.74,0,2021-11-16,San Francisco,MGR-XDHDGBC4
EMP-9WNQXAR3,FINANCE,78319.49,3.86,0,2018-08-25,New York,MGR-9HCL526I
EMP-CAG10DHH,ops,192660.60144719726,4.35,1,2019-03-23,Chicago,MGR-RGM5IXME
EMP-EWMDBKN7,H.R.,28856.1,3.24,0,2018-01-12,Seattle,MGR-MW9NBM7E
EMP-17I0502E,marketing,81111.8,4.58,0,2018-05-11,Remote,MGR-KTC8O6M5
EMP-HIYUHWYQ,sales,67673.51,4.7,0,2023-10-18,Remote,MGR-6HP5PE43
EMP-U45L8B9G,Tech,148436.47,3.62,0,2021-03-28,New York,MGR-KOZTPZF9
EMP-F2X5Y3K0,sales,111039.29,4.32,1,2018-04-22,Chicago,MGR-3J9S7DTV
EMP-6M4J73G4,H R,40300.65,3.88,0,2018-07-10,Seattle,MGR-5NSM7ECD
EMP-7SELS3CD,Tech,104262.25,3.54,0,2018-05-18,Chicago,MGR-AYWHY35S
EMP-RZU0J4CG,legal,196836.06,2.68,0,2022-02-16,Remote,MGR-MZD5TA1W
EMP-HK89JSNC,Marketing,108490.7,4.45,0,2020-03-20,Seattle,MGR-A3SNDRWE
EMP-GMJNN3NI,marketing,106139.66,2.85,1,2018-12-27,Austin,MGR-OLBGUW84
EMP-NYYCGSNM,Engg,120183.42,3.39,0,2023-03-26,New York,MGR-44KI4LOC
EMP-9KVEADCT,legal,105449.01,3.69,0,2019-12-28,Chicago,MGR-RYJAJZ6W
EMP-ZTHLQ145,SALES,89959.6,3.4,0,2019-12-26,San Francisco,MGR-UL7YVV4I
EMP-254ZH0QA,OPERATIONS,75674.54,2.66,0,2022-05-01,San Francisco,MGR-V3L7ADCX
EMP-B0NA7G8I,accounts,93436.09,2.06,0,2022-04-12,Austin,MGR-OH9MOVT6
EMP-SVIHY401,OPERATIONS,50914.71,3.36,0,2020-08-01,Seattle,MGR-YRRWQ0GE
EMP-OAZUVITA,H.R.,46334.43,2.81,0,2018-07-22,New York,MGR-S4NBAYXU
EMP-6J6AG281,Sales Team,70529.66,2.58,1,2021-09-16,Boston,MGR-IMYWWH5K
EMP-YQE94ZEO,Tech,129742.2,2.9,1,2019-05-17,Boston,MGR-V8YY95B4
EMP-POWJL26S,PRODUCT,100373.15,4.73,0,2021-12-22,Chicago,MGR-E7VJZAOR
EMP-ZB3RIMQW,sales,69599.25,4.13,0,2019-05-09,Remote,MGR-JYSCF1ZZ
EMP-0LLQIXUC,sales,63354.99,4.59,1,2019-09-02,Chicago,MGR-KQZV5AOS
EMP-0Q4M4B2Q,sales team,90832.99,3.86,0,2018-01-14,New York,MGR-9XIBE7FG
EMP-QX1N6PH1,Accounts,392379.7243265002,3.01,0,2018-05-15,San Francisco,MGR-P7BBHJ31
EMP-6WW8EIRH,H.R.,53974.58,3.51,0,2019-08-04,Austin,MGR-HIPLN20G
EMP-L5OXKHK9,Accounts,69839.82,1.57,1,2019-03-04,Austin,MGR-G8MAX1YF
EMP-BWKXS1N4,operations,59130.03,4.89,0,2019-07-08,New York,MGR-2MMRE0VF
EMP-ZRRCFPLB,technology,158886.13,3.89,0,2021-09-12,San Francisco,MGR-1RG3BBXF
EMP-8KFAMYDQ,Legal,57284.12,3.88,0,2021-06-17,New York,MGR-DRD35WV8
EMP-SH2IDUXM,accounts,70998.18,4.29,0,2018-05-17,Chicago,MGR-T9HCG2B7
EMP-0F1DEU3D,human resources,47080.04,2.7,1,2021-06-28,New York,MGR-7UHTFVKY
EMP-W48SY48T,Compliance,79077.5,4.06,0,2018-07-18,Boston,MGR-0F8XDYMW
EMP-KR3IYV9L,Engineering,101024.42,4.14,0,2018-01-21,New York,MGR-J6NSR5OJ
EMP-WINN447F,Compliance,151228.62,2.06,1,2019-02-26,Chicago,MGR-5NSM7ECD
EMP-9PUI5SOE,MARKETING,99766.49,4.1,0,2022-02-19,Boston,MGR-D5HODIM0
EMP-MFXTI0BU,ENGINEERING,176420.65,4.42,0,2019-07-24,Remote,MGR-CRH178DL
EMP-RKPVI2C7,sales,69002.53,3.62,0,2018-05-30,Remote,MGR-ZBXJCXG6
EMP-CQNFDLTP,Sales,87361.02,4.0,0,2018-09-29,Seattle,MGR-H9PQRFME
EMP-902A0NW6,Finance,130190.09,,0,2021-12-19,Chicago,MGR-NN48CK0P
EMP-MLRTRKOF,PRODUCT,81172.39,2.77,0,2018-04-25,new york,MGR-FASBTX5U
EMP-5M4E622H,LEGAL,57404.32,2.49,0,2023-01-03,San Francisco,MGR-CS0XZCOX
EMP-Y7N23ZNH,MARKETING,57869.77,,0,2018-11-25,Remote,MGR-MN4RALB4
EMP-46FN9HFE,Sales Team,125548.83,4.45,0,2019-09-28,Chicago,MGR-Y2S80LCB
EMP-IETJ6UBR,Marketing,93923.24,3.46,0,2020-06-22,Seattle,MGR-7M3VM6J5
EMP-38M138F5,technology,97500.49,4.27,0,2020-02-17,new york,MGR-OI6XPWF8
EMP-SCDCOWDX,Finance,82640.66,3.5,0,2019-09-09,Remote,MGR-OUTM79GW
EMP-WG8V961Y,ENGINEERING,84439.81,2.94,0,2018-07-07,Denver,MGR-CDAPE7BE
EMP-MWDZ6477,Sales Team,78417.57,3.54,0,2019-04-30,Denver,MGR-M64VC32Q
EMP-7YH6UAMW,ops,28000.0,3.43,0,2021-09-08,Seattle,MGR-3BC2ULOS
EMP-U48GCVTU,Human Resources,71912.44,3.22,0,2020-08-22,San Francisco,MGR-2O0DYQNL
EMP-54PUGQ9M,Sales Team,91830.97,4.5,0,2018-09-07,New York,MGR-JR8ST5WP
EMP-QGVO3WSN,engineering,154122.89,4.8,0,2021-02-20,Denver,MGR-3R1D22SC
EMP-ASDMTPYD,legal,84630.42,,0,2019-03-06,Seattle,MGR-TN358DKV
EMP-ZMQ9P7EQ,OPERATIONS,52074.58,4.27,0,2018-07-20,Remote,MGR-XOSROZ6R
EMP-U5IO8VE6,Human Resources,58454.41,3.97,0,2020-03-29,Boston,MGR-YS2TLXMZ
EMP-FP8BPG2R,sales,77737.64,4.23,0,2018-01-12,San Francisco,MGR-77JYP1NQ
EMP-LHJDBHO4,accounts,293832.67844180955,4.47,0,2019-07-19,Seattle,MGR-RPQEQVZL
EMP-GIRW3Y5A,Engineering,103332.28,3.15,0,2018-09-05,Remote,MGR-NALMJSH5
EMP-4VN2V27N,PM,110705.73,3.72,0,2019-04-09,San Francisco,MGR-HT8LHJS4
EMP-2YBUR0K8,FINANCE,105113.74,3.31,0,2019-04-06,New York,MGR-UZP8NXB5
EMP-HFKF2FNP,technology,137765.56,3.35,0,2020-01-15,Denver,MGR-SBQRJPXA
EMP-RQG74DR4,Engg,105459.79,2.95,1,2018-06-04,Remote,MGR-8ADSDQXM
EMP-HG2TXA7B,sales team,63201.67,3.15,0,2021-11-19,Seattle,MGR-2EBURVJD
EMP-GMSYI60Q,mktg,50188.39,2.62,1,2018-09-09,Remote,MGR-11V45BOL
EMP-8DNX80NK,product,137574.72,4.17,0,2022-03-23,Remote,MGR-TN358DKV
EMP-M4ACRPQN,H R,58663.92,3.37,0,2021-07-04,Denver,
EMP-M2KSKGBM,Tech,130054.18,3.73,0,2018-02-14,Boston,MGR-DCE3EZF8
EMP-NM6PBTGU,Engg,109710.26,2.29,0,2019-04-19,Remote,MGR-PRFG9BR8
EMP-3VHMKZGP,Sales,,,0,2021-11-18,San Francisco,MGR-HPXVE6MY
EMP-9NYZKIFE,hr,45161.88,3.49,0,2020-03-02,Chicago,MGR-MLHBCV9J
EMP-TPQHLZFL,Finance,80912.41,2.13,0,2022-01-22,Austin,MGR-G6988TWL
EMP-KPDVVJQB,Engineering,87640.07,4.0,0,2018-06-28,New York,MGR-ROSMVW2P
EMP-1LK84KQL,sales team,58928.43,2.55,0,2020-08-27,Boston,MGR-723MHR9Q
EMP-SJOX505X,operations,43034.12,2.87,0,2023-01-07,Seattle,MGR-N6RY37I9
EMP-ZGHXIRJ6,SALES,61085.74,4.67,0,2019-12-13,Boston,MGR-FNMFFU4R
EMP-AWVDZV19,Compliance,110867.82,3.46,1,2020-11-19,Austin,MGR-6HP5PE43
EMP-V8ELSPJ6,Sales Team,89951.33,3.42,0,2020-01-07,New York,MGR-9PF3NRNL
EMP-JN2V6F64,Engineering,109990.09,4.6,0,2021-01-07,New York,MGR-VKMUU6YG
EMP-25MP2KHI,Mktg,107433.34,4.43,1,2018-11-02,ReMoTe,MGR-U7ZKLONG
EMP-ERQVY371,H R,69503.85,4.35,0,2019-12-16,New York,
EMP-QK612JUN,Human Resources,54466.56,3.24,0,2022-07-24,Seattle,MGR-L7KO6U6Z
EMP-2I6IVS2N,Sales,104290.79,4.26,0,2021-08-28,San Francisco,MGR-6KMP78KN
EMP-VRTH5GR8,ENGINEERING,102263.53,3.85,0,2019-12-23,REMOTE,MGR-KAUQ8AW8
EMP-2Y849LZF,ENGINEERING,144075.23,3.87,0,2018-03-31,San Francisco,MGR-I7AV4OYL
EMP-LL5P8G8O,ENGINEERING,128128.74,2.66,0,2022-05-12,Boston,MGR-QVANRHR6
EMP-C62AHNWG,Engg,204023.41,4.93,0,2022-09-30,Remote,MGR-BPFIRO1Z
EMP-SM9U5T0J,Sales,69085.84,3.14,0,2018-09-26,New York,MGR-8WPCGMFK
EMP-T9RE8A6A,H R,72511.11,3.79,1,2019-02-21,Austin,MGR-GFGZCNJ6
EMP-823RHU1R,ENGINEERING,129570.02,4.05,0,2019-08-06,San Francisco,MGR-G4EL6D61
EMP-SD1FIMTB,ENGINEERING,132059.59,3.12,0,2018-02-06,Seattle,
EMP-1EY0BD4A,FINANCE,80993.22,4.19,0,2022-10-08,Remote,MGR-2N5YUKCB
EMP-I52I79XE,HR,71189.96,3.82,0,2020-01-19,Chicago,MGR-WO1JJOBB
EMP-MBY23HK7,HR,68324.61,,0,2019-06-23,Chicago,MGR-H2AUVLT3
EMP-MS5TVFDZ,operations,61812.78,2.11,1,2019-01-03,DeNvEr,MGR-61KPFIIA
EMP-ZZ6CTEL7,Sales,50459.78,4.2,1,2021-04-24,Boston,MGR-HIPLN20G
EMP-AB13T4Y0,engineering,185297.07,3.22,0,2019-09-10,Chicago,MGR-XP6DPY9K
EMP-78RZ5CWC,technology,134308.3,4.38,0,2019-01-07,New York,MGR-2YFCEC8D
EMP-SDUB7T1M,Ops,36864.53,4.04,0,2022-09-01,Austin,
EMP-0LEBN52K,Legal,91538.45,1.78,1,2019-03-06,New York,MGR-Y4LPIM5O
EMP-X1LEQI9F,HR,66586.23,2.6,1,2019-02-11,Seattle,MGR-5N8RBE8Q
EMP-T3E9VAUJ,ENGINEERING,96912.09,3.73,0,2020-02-29,San Francisco,MGR-P32HGQ7I
EMP-KFOMJOQJ,Ops,48329.51,,0,2020-02-03,Boston,MGR-3ZLWHIGG
EMP-5U5MTXS8,ENGINEERING,131152.64,3.65,0,2020-08-01,New York,MGR-QRBEW2TL
EMP-HM54XR8P,legal,88379.6,3.68,0,2021-02-10,Chicago,MGR-OQRNQYKA
EMP-72X24B06,sales,55896.02,3.94,0,2018-01-18,New York,MGR-Z06QW64A
EMP-598ZMD7H,Engineering,167132.85,4.23,0,2019-09-21,San Francisco,MGR-DFM3XADH
EMP-DNH9XNGD,Operations,62975.87,3.35,0,2019-09-03,SaN franciSCO,MGR-P7CV3QMY
EMP-02TJZAI3,Sales Team,62134.34,4.52,1,2020-03-10,Remote,MGR-W2C4BQBJ
EMP-DW9F6Y5V,Finance,63508.74,4.1,0,2020-06-06,AUSTIN,MGR-QRBEW2TL
EMP-VPN0TYTW,compliance,140481.99,1.21,1,2018-06-05,BoStOn,MGR-MW9NBM7E
EMP-DGA6ZIMR,Tech,127646.45,2.65,1,2019-08-02,New York,MGR-C64YWP2J
EMP-7FZ5XBIG,Tech,142684.9,4.2,1,2020-09-12,SeaTtLe,MGR-5K1ED7U2
EMP-ANKB23JP,Mktg,72385.28,,0,2022-12-06,San Francisco,MGR-30LLTHMT
EMP-ZOI9HDV9,Accounts,118852.45,2.67,0,2022-05-24,Remote,MGR-2K14A3K4
EMP-2FBV90QP,sales,83441.52,3.99,1,2018-10-29,Denver,MGR-F6QT7T65
EMP-8LV6TX0T,sales team,60761.93,2.41,0,2019-06-03,Austin,MGR-WP6B9FWN
